density,density_level,target_long_fraction_pct,model_key,model_label,method,method_variant,resource_profile,kv_profile,kv_profile_label,paper_default_kv,ttft_mode,gpu_count,physical_measurement_gpu_count,prefill_workers,decode_workers,output_tokens,decode_replay_mode,decode_batch_size,decode_batch_alpha,repeat_count,stage_measurement,execution_mode,kv_bytes_per_token,all_completion_p50_ms,all_completion_p90_ms,all_completion_p99_ms,all_tpot_p50_ms,all_tpot_p90_ms,all_tpot_p99_ms,all_ttft_p50_ms,all_ttft_p90_ms,all_ttft_p99_ms,kv_transfer_mean_ms,long_completion_p50_ms,long_completion_p90_ms,long_completion_p99_ms,long_request_count,long_tpot_p50_ms,long_tpot_p90_ms,long_tpot_p99_ms,long_ttft_p50_ms,long_ttft_p90_ms,long_ttft_p99_ms,measured_long_fraction,request_count,round_wall_ms,short_completion_p50_ms,short_completion_p90_ms,short_completion_p99_ms,short_request_count,short_tpot_p50_ms,short_tpot_p90_ms,short_tpot_p99_ms,short_ttft_p50_ms,short_ttft_p90_ms,short_ttft_p99_ms,throughput_rps,tpot_mean_ms
mid_l30,mid,30,baichuan2-7b-chat,baichuan-inc--Baichuan2-7B-Chat,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,524288,18170.300467303845,23348.249367875513,23668.619570457235,159.13194632913456,167.28863111042136,167.84222122307,232.63329545479348,507.6127081933172,567.4334766672112,12.974956799999998,17825.708247927087,19129.747937634715,19163.6249152936,12.0,162.9317284186909,167.32457514009633,167.79070838838118,413.0211237137585,557.7548563744558,564.2464911618025,0.3,40.0,28958.520691790894,18380.9815572843,23468.228250888802,23696.406022121777,28.0,154.96292122053433,166.8523999184162,167.78462849814008,177.33730544435582,405.0524637884431,551.5947070085892,1.38128628617276,152.2614556651322
mid_l30,mid,30,gemma-2-9b-it,google--gemma-2-9b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,301056,30604.694376859054,40483.377649327565,40730.623863576395,257.7874216758904,261.2283906364945,261.27741751392074,1473.7806337472625,2193.603277015189,2395.985238484839,7.126129599999999,30137.09980194502,32069.631795473888,32232.16204849639,12.0,260.0144237139608,261.2267159569916,261.24675530502736,1365.0257217557692,2158.024697218285,2339.6695170223056,0.3,40.0,46168.77083840779,30855.581926429477,40550.63664219393,40747.719459945365,28.0,251.5873653808056,261.2062013380813,261.2823650400843,1567.75319974897,2162.081431491546,2392.865176911947,0.866398719663415,243.9005156413856
mid_l30,mid,30,gemma-7b-it,google--gemma-7b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,344064,18565.3206788259,24343.69242563659,24590.232950555124,165.1230178439195,168.32090011600826,168.332260425239,911.203487751679,1475.4344889258846,1670.8607662952454,10.100435200000002,18210.700794873774,19963.36309306918,20043.108436784554,12.0,167.0210648283421,168.31570390375092,168.32463996395649,1014.6444886006088,1531.3357271322213,1652.1643924024193,0.3,40.0,30002.04198052483,18882.421613577233,24387.842435984225,24617.298912848324,28.0,159.03812767176788,168.30862908262773,168.33222094837322,821.3066932396566,1416.3462310577258,1621.1338417733334,1.3332458105693523,156.67516736383726
mid_l30,mid,30,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,131072,20873.94745678416,27189.906354305793,27465.940837864815,182.04701882636854,184.32112304971128,184.5934295791101,447.4386702426756,763.8066711495553,936.0458020761058,3.4671167999999994,20525.564679516414,21834.510122337713,21874.353044681375,12.0,183.81857656666824,184.33358238608733,184.53876070258949,590.0062049869782,862.1820931495448,918.0365500256272,0.3,40.0,32811.50966510936,21098.292624587637,27275.301112553643,27491.817520410237,28.0,177.89076064249173,184.30870841012478,184.5724401028379,347.00866746463805,729.8902998409765,895.0490564781088,1.2190851987644704,172.32658570268867
mid_l30,mid,30,qwen2.5-7b-instruct,Qwen--Qwen2.5-7B-Instruct,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,57344,16721.96360352127,21233.096186051647,21581.5122596537,149.9237433837952,152.18146360609714,152.54395982003018,229.38771721702904,497.4072059847621,571.580859584099,1.4483904000000005,16481.187558634425,17577.579312715843,17632.078355344343,12.0,151.64238054744388,152.28624193627974,152.4940844147443,407.0734944425204,561.7933680017335,567.4076801767444,0.3,40.0,26817.977651076242,16900.186133488078,21393.848960858337,21600.916244297492,28.0,145.83670550701058,152.12393941065713,152.52421223724082,182.20590393915097,406.5581032508733,552.1917285164452,1.494306944637095,141.13565369197562
mid_l50,mid,50,baichuan2-7b-chat,baichuan-inc--Baichuan2-7B-Chat,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,524288,17910.216734109737,23060.89303692295,23277.111825294665,158.6257045822295,161.06071398100624,161.53540440235963,398.70080318648616,605.0826995982122,727.0991018979555,19.67888,18430.449935319353,23118.339956908538,23321.9052031779,20.0,156.94535472782093,161.0548352867379,161.52840584828803,479.6324867092046,625.7681444659535,759.3830423871138,0.5,40.0,28660.361999797642,14145.740828477277,18644.991249907587,18836.886074712056,20.0,158.77048524531975,161.06398262169864,161.46538137371414,247.12662024781946,498.130934076657,565.2560708350077,1.3956789168344028,149.921980315853
mid_l50,mid,50,gemma-2-9b-it,google--gemma-2-9b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,301056,30558.35116086058,40485.53199253929,40615.33275419912,257.20649721327345,259.5407522254716,259.57579577632,1634.5437002023873,2933.472482466932,3380.5240023217157,10.705638399999998,31504.460386070823,40508.99823747403,40629.55367034001,20.0,253.54275377439535,259.5213267538262,259.57587347820663,1975.3636629659072,3137.6880261208353,3436.4113893219705,0.5,40.0,46239.99095996942,24012.5273080261,32075.43381864934,32182.61583760202,20.0,257.64844948348923,259.5407522254716,259.56662695370335,1320.4342659439703,2379.110006911741,2427.8696223227366,0.8650528963944463,242.7385456551002
mid_l50,mid,50,gemma-7b-it,google--gemma-7b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,344064,19372.059511588126,25481.39648288556,25609.8462286195,168.00704765388758,178.1678389057995,178.61813770035437,1151.912167653137,2088.96894314983,2542.341147311752,15.660294399999998,20364.29181824759,25523.319780986407,25629.58599611172,20.0,164.8604551657091,177.8714854711023,178.6032992501201,1328.0945921524697,2315.296281182458,2596.566530911737,0.5,40.0,31168.25375704213,15392.457074874486,20787.899936147216,20944.51288201032,20.0,171.69360988544412,178.17881694363422,178.59472003735527,849.0096674383393,1565.0566919851296,1652.2672652619908,1.2847130314884216,162.24673748933884
mid_l50,mid,50,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,131072,20927.719770618503,27173.314025192398,27420.495421465755,182.24560320876097,183.99185697956386,184.06345611987172,552.3488424117418,954.171654638164,1125.8439612019436,5.197471999999999,21460.971603189777,27271.422713968466,27463.61063110466,20.0,179.93982719769096,183.99390982203815,184.0839768572922,680.7579314373945,1004.9737892675447,1163.9680340940563,0.5,40.0,32823.90336385016,16425.292001261794,21652.314006100998,21807.290319307256,20.0,182.50802720986331,183.9849041134231,183.99553120586538,349.8699829476901,741.4438126524873,817.650274441639,1.2186242027090808,172.09327052581847
mid_l50,mid,50,qwen2.5-7b-instruct,Qwen--Qwen2.5-7B-Instruct,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,57344,18052.47437596877,23294.52141923708,23488.82857899012,159.93679792424174,161.93934297618299,162.09334496857605,401.4968351853918,626.799736276668,756.6591126623541,2.1439104,18574.608538693607,23344.24083370745,23528.516926494296,20.0,157.14001530576908,161.85457629185777,162.1075375043672,492.80103641275514,644.0420613821767,790.9682407607639,0.5,40.0,28873.959875287954,14203.33742036086,18733.194589358005,18863.283175352655,20.0,160.40861824382873,161.94406159200466,162.02215542686608,255.81280396678392,507.3717650386077,593.25550462278,1.3853413066457394,151.03434602826064
mid_l70,mid,70,baichuan2-7b-chat,baichuan-inc--Baichuan2-7B-Chat,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,524288,17768.265542456575,22939.540877299027,23086.085704730016,157.0209458901354,159.396877264999,159.4165144846546,523.5399667109709,1647.9882253808119,1793.9979611320437,26.4278592,18255.11867017747,23001.87487090627,23092.252719457894,28.0,157.0209458901354,159.39584601894555,159.4063217239253,921.6065874202432,1674.5661692124609,1816.513497539345,0.7,40.0,28491.799318453126,10233.399469955428,17532.195761942137,17620.094041272412,12.0,157.05057809432986,159.41072752441133,159.41635888537465,200.7986577577897,381.1413431172843,575.2870551438918,1.4039238506146798,148.69040079569652
mid_l70,mid,70,gemma-2-9b-it,google--gemma-2-9b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,301056,30907.680894497316,40753.23764672491,40850.314199380206,257.2682176781076,261.90099288452825,262.5814507280175,1836.505703348787,4454.437969287137,4910.399056980339,14.304433600000001,31968.639689119143,40767.3617869258,40864.99449736098,28.0,256.9832155241818,261.3195472463685,262.51213914127914,2806.761192092614,4519.832012030159,4944.481840681935,0.7,40.0,46443.72135131125,17566.890686287123,30406.48766310889,30606.549855727866,12.0,258.18833001921644,262.0940198056578,262.55534383363533,902.4350558487289,1619.4136056951472,1771.4890229469909,0.8612803122520543,243.71187234372601
mid_l70,mid,70,gemma-7b-it,google--gemma-7b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,344064,19421.287875967195,25203.78602442404,25306.43431249691,168.5685411106955,172.59145452969221,173.1154274219276,1269.7427311378428,4072.457111142083,4615.830713718029,21.323104,20286.498687330146,25237.704734739258,25312.113343816047,28.0,168.2050173957603,171.88601208668422,173.06763884875403,2260.642065646529,4167.709727737211,4653.507322698429,0.7,40.0,30915.212285072885,11578.89626638944,19044.367041624857,19157.924829829877,12.0,169.34087252118672,172.28572942075328,173.0155465758157,589.3751186704507,1011.25071976615,1244.0218160966292,1.293898439605182,160.07874443562935
mid_l70,mid,70,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,131072,20001.718878922376,25792.67282536404,25959.052455287354,173.29206072125814,177.18447305017452,177.57710535534304,784.2475181536925,2124.836055256291,2331.764286457281,6.937759999999999,20535.433794450255,25883.061204739417,25967.99583234226,28.0,173.77400145425852,176.4488786948304,177.54636367060738,1257.931952648738,2149.084188853749,2355.7398092164176,0.7,40.0,31427.08079624051,11473.414361259103,19720.878906153364,19817.592466302733,12.0,173.2450425795129,177.05874165222582,177.36674984148732,300.03713047893893,550.1446709587306,764.8529476116087,1.2770034645351527,164.16531482221677
mid_l70,mid,70,qwen2.5-7b-instruct,Qwen--Qwen2.5-7B-Instruct,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,57344,16805.40551476444,21267.48852495,21375.121971661,149.0714422740983,151.28131952967095,151.3660382978279,579.3787298110799,1725.0683715312025,1863.733471449559,2.8463296,17267.127455823713,21294.18302496498,21380.49799139994,28.0,148.92775782760836,151.27233999123888,151.34620704009242,960.3802542958101,1742.8144351492956,1884.7502677884356,0.7,40.0,26808.732302968358,9807.135293944197,16515.22025418973,16608.032226836087,12.0,149.65175250211175,151.2860131261374,151.35569108840508,218.94471427959004,412.21283332273754,607.4263528776294,1.4954308934339748,140.16066788169655
mid_l90,mid,90,baichuan2-7b-chat,baichuan-inc--Baichuan2-7B-Chat,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,524288,17725.827822761174,22998.512869042912,23211.59512215967,156.16414199889164,159.1570354452685,159.17523119138218,1573.7588122746895,2795.744552854344,2977.393523367942,32.980230399999996,17948.24339162542,23037.787767470272,23213.59904537112,36.0,156.8953510414083,159.1570354452685,159.17545281269895,1685.1724630155634,2796.7555518464005,2984.9792976485382,0.9,40.0,28569.732117617867,9804.178380728114,10009.196283073306,10032.862090017119,4.0,147.67658204534484,150.4909781305608,150.73673490003628,331.0446437888499,338.7677299711328,341.0978633059822,1.4000841971010445,148.30478257148744
mid_l90,mid,90,gemma-2-9b-it,google--gemma-2-9b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,301056,34701.09607462292,46094.47560662469,46186.5849937383,286.2261436446393,289.78573879272153,290.60539238463457,3468.420670498993,6198.054824652827,6700.622089647466,17.8439584,35098.43998645083,46106.352059681,46186.83998526742,36.0,287.32349507867895,289.85607978992664,290.6091612720619,3812.0008219701194,6202.603233444831,6712.029966707584,0.9,40.0,51738.693864517205,18461.473397026457,18874.64000466996,18933.591314571702,4.0,275.35534464364946,279.3601716286714,279.80098108097957,766.2384747824482,875.4896113827833,893.019920816067,0.7731235373513606,271.1187234910974
mid_l90,mid,90,gemma-7b-it,google--gemma-7b-it,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,344064,19081.965413586404,24932.50097372928,25088.548812797184,165.0192798905617,169.60068946452748,170.36375083607345,3211.799494501912,6068.313186951186,6575.923315834958,26.842105600000007,19445.5508838056,24950.859934500637,25090.06574191565,36.0,166.43165547051865,169.69653740499996,170.36516247094522,3526.482931747045,6069.065032955464,6588.6080775351775,0.9,40.0,30605.41772858639,10548.88674302354,10784.994541301077,10811.74852112883,4.0,154.77175945481378,157.8552034404825,158.12553528367442,600.4186390221621,647.4984029705599,649.9480545134861,1.3070419778572593,157.31137848444988
mid_l90,mid,90,mistral-7b-instruct-v0.2,mistralai--Mistral-7B-Instruct-v0.2,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,131072,18380.418113975076,23870.226305075208,24074.735719122324,161.00425182152634,163.7307282398075,163.95996635566917,1754.4052147731518,3103.6245974756066,3352.4998037528767,8.646406399999998,18593.147180236767,23913.534275828406,24075.794210559943,36.0,161.7378844134997,163.7427558135215,163.96663617534668,1883.2869700041288,3110.570328475843,3360.2719866728926,0.9,40.0,29479.421617444597,10182.814134793136,10360.305467622333,10385.294231417261,4.0,152.9295092706364,155.54191037447055,155.79377604687375,364.3003902128003,373.6390868424867,375.5537545830589,1.3568849428530816,152.8606700905783
mid_l90,mid,90,qwen2.5-7b-instruct,Qwen--Qwen2.5-7B-Instruct,DistServe,DistServe-2A100,distserve_2a100,realistic_pcie,realistic PCIe,True,prefill_finish,2.0,1,1,1,64,continuous_batching,16,0.08,2,real_a100_individual_vllm_lora,stage_measurement_logical_pd_replay_continuous_batching,57344,17569.04278722086,22583.515376270494,22730.391519546443,152.59385619763265,159.84217955635145,160.04861001318773,1589.490797023419,2814.978984476661,2988.4767076137414,3.533158399999999,17782.65206147823,22609.707851923413,22731.60710920584,36.0,152.97946806993764,159.85067321272552,160.05042629204473,1698.4033387619188,2822.3435282618093,2995.949406734149,0.9,40.0,28147.608623140495,10011.864771269878,10197.243867868212,10218.946301286152,4.0,150.19196913496341,152.6727553203062,152.79700432020925,351.45798233434186,357.94003727183787,359.54748388323827,1.4222282803725226,146.02701766128303
